location,date,new_cases,new_deaths,population,aged_65_older_percent,gdp_per_capita,hospital_beds_per_thousand
Afghanistan,2020-03-31,27,0,38928341,2.581,1803.987,0.5
Afghanistan,2020-04-01,25,0,38928341,2.581,1803.987,0.5
Afghanistan,2020-04-02,26,0,38928341,2.581,1803.987,0.5
Afghanistan,2020-04-03,43,0,38928341,2.581,1803.987,0.5
Afghanistan,2020-04-04,0,0,38928341,2.581,1803.987,0.5
Afghanistan,2020-04-05,35,1,38928341,2.581,1803.987,0.5
Afghanistan,2020-04-06,29,2,38928341,2.581,1803.987,0.5
Afghanistan,2020-04-07,38,0,38928341,2.581,1803.987,0.5
Afghanistan,2020-04-08,30,4,38928341,2.581,1803.987,0.5
Afghanistan,2020-04-09,56,3,38928341,2.581,1803.987,0.5
Afghanistan,2020-04-10,61,1,38928341,2.581,1803.987,0.5
Afghanistan,2020-04-11,37,0,38928341,2.581,1803.987,0.5
Afghanistan,2020-04-12,34,3,38928341,2.581,1803.987,0.5
Afghanistan,2020-04-13,52,0,38928341,2.581,1803.987,0.5
Afghanistan,2020-04-14,58,3,38928341,2.581,1803.987,0.5
Afghanistan,2020-04-15,49,2,38928341,2.581,1803.987,0.5
Afghanistan,2020-04-16,70,2,38928341,2.581,1803.987,0.5
Afghanistan,2020-04-17,10,4,38928341,2.581,1803.987,0.5
Afghanistan,2020-04-18,51,1,38928341,2.581,1803.987,0.5
Afghanistan,2020-04-19,63,0,38928341,2.581,1803.987,0.5
Afghanistan,2020-04-20,88,3,38928341,2.581,1803.987,0.5
Afghanistan,2020-04-21,35,2,38928341,2.581,1803.987,0.5
Afghanistan,2020-04-22,61,1,38928341,2.581,1803.987,0.5
Afghanistan,2020-04-23,84,4,38928341,2.581,1803.987,0.5
Afghanistan,2020-04-24,105,2,38928341,2.581,1803.987,0.5
Afghanistan,2020-04-25,70,1,38928341,2.581,1803.987,0.5
Afghanistan,2020-04-26,112,4,38928341,2.581,1803.987,0.5
Afghanistan,2020-04-27,68,10,38928341,2.581,1803.987,0.5
Afghanistan,2020-04-28,172,0,38928341,2.581,1803.987,0.5
Afghanistan,2020-04-29,124,3,38928341,2.581,1803.987,0.5
Afghanistan,2020-04-30,122,0,38928341,2.581,1803.987,0.5
Afghanistan,2020-05-01,222,4,38928341,2.581,1803.987,0.5
Afghanistan,2020-05-02,164,4,38928341,2.581,1803.987,0.5
Afghanistan,2020-05-03,134,4,38928341,2.581,1803.987,0.5
Afghanistan,2020-05-04,235,13,38928341,2.581,1803.987,0.5
Afghanistan,2020-05-05,190,5,38928341,2.581,1803.987,0.5
Afghanistan,2020-05-06,330,5,38928341,2.581,1803.987,0.5
Afghanistan,2020-05-07,168,9,38928341,2.581,1803.987,0.5
Afghanistan,2020-05-08,171,2,38928341,2.581,1803.987,0.5
Afghanistan,2020-05-09,215,3,38928341,2.581,1803.987,0.5
Afghanistan,2020-05-10,255,6,38928341,2.581,1803.987,0.5
Afghanistan,2020-05-11,369,5,38928341,2.581,1803.987,0.5
Afghanistan,2020-05-12,285,2,38928341,2.581,1803.987,0.5
Afghanistan,2020-05-13,280,5,38928341,2.581,1803.987,0.5
Afghanistan,2020-05-14,259,3,38928341,2.581,1803.987,0.5
Afghanistan,2020-05-15,113,6,38928341,2.581,1803.987,0.5
Afghanistan,2020-05-16,1063,32,38928341,2.581,1803.987,0.5
Afghanistan,2020-05-17,0,0,38928341,2.581,1803.987,0.5
Afghanistan,2020-05-18,262,1,38928341,2.581,1803.987,0.5
Afghanistan,2020-05-19,408,4,38928341,2.581,1803.987,0.5
Afghanistan,2020-05-20,581,5,38928341,2.581,1803.987,0.5
Afghanistan,2020-05-21,492,9,38928341,2.581,1803.987,0.5
Afghanistan,2020-05-22,531,6,38928341,2.581,1803.987,0.5
Afghanistan,2020-05-23,540,12,38928341,2.581,1803.987,0.5
Afghanistan,2020-05-24,782,11,38928341,2.581,1803.987,0.5
Afghanistan,2020-05-25,584,2,38928341,2.581,1803.987,0.5
Afghanistan,2020-05-26,591,1,38928341,2.581,1803.987,0.5
Afghanistan,2020-05-27,658,1,38928341,2.581,1803.987,0.5
Afghanistan,2020-05-28,625,7,38928341,2.581,1803.987,0.5
Afghanistan,2020-05-29,580,8,38928341,2.581,1803.987,0.5
Afghanistan,2020-05-30,623,11,38928341,2.581,1803.987,0.5
Afghanistan,2020-05-31,866,3,38928341,2.581,1803.987,0.5
Afghanistan,2020-06-01,680,8,38928341,2.581,1803.987,0.5
Afghanistan,2020-06-02,545,8,38928341,2.581,1803.987,0.5
Afghanistan,2020-06-03,759,5,38928341,2.581,1803.987,0.5
Afghanistan,2020-06-04,758,24,38928341,2.581,1803.987,0.5
Afghanistan,2020-06-05,787,6,38928341,2.581,1803.987,0.5
Afghanistan,2020-06-06,915,9,38928341,2.581,1803.987,0.5
Afghanistan,2020-06-07,582,18,38928341,2.581,1803.987,0.5
Afghanistan,2020-06-08,791,30,38928341,2.581,1803.987,0.5
Afghanistan,2020-06-09,575,12,38928341,2.581,1803.987,0.5
Afghanistan,2020-06-10,542,15,38928341,2.581,1803.987,0.5
Albania,2020-03-09,2,0,2877800,13.188,11803.431,2.89
Albania,2020-03-10,4,0,2877800,13.188,11803.431,2.89
Albania,2020-03-11,4,0,2877800,13.188,11803.431,2.89
Albania,2020-03-12,1,1,2877800,13.188,11803.431,2.89
Albania,2020-03-13,12,0,2877800,13.188,11803.431,2.89
Albania,2020-03-14,10,0,2877800,13.188,11803.431,2.89
Albania,2020-03-15,5,0,2877800,13.188,11803.431,2.89
Albania,2020-03-16,4,0,2877800,13.188,11803.431,2.89
Albania,2020-03-17,9,0,2877800,13.188,11803.431,2.89
Albania,2020-03-18,4,0,2877800,13.188,11803.431,2.89
Albania,2020-03-19,4,1,2877800,13.188,11803.431,2.89
Albania,2020-03-20,11,0,2877800,13.188,11803.431,2.89
Albania,2020-03-21,0,0,2877800,13.188,11803.431,2.89
Albania,2020-03-22,6,0,2877800,13.188,11803.431,2.89
Albania,2020-03-23,13,0,2877800,13.188,11803.431,2.89
Albania,2020-03-24,11,2,2877800,13.188,11803.431,2.89
Albania,2020-03-25,23,1,2877800,13.188,11803.431,2.89
Albania,2020-03-26,23,0,2877800,13.188,11803.431,2.89
Albania,2020-03-27,28,1,2877800,13.188,11803.431,2.89
Albania,2020-03-28,12,3,2877800,13.188,11803.431,2.89
Albania,2020-03-29,11,1,2877800,13.188,11803.431,2.89
Albania,2020-03-30,15,0,2877800,13.188,11803.431,2.89
Albania,2020-03-31,11,2,2877800,13.188,11803.431,2.89
Albania,2020-04-01,20,3,2877800,13.188,11803.431,2.89
Albania,2020-04-02,16,0,2877800,13.188,11803.431,2.89
Albania,2020-04-03,18,1,2877800,13.188,11803.431,2.89
Albania,2020-04-04,27,1,2877800,13.188,11803.431,2.89
Albania,2020-04-05,29,2,2877800,13.188,11803.431,2.89
Albania,2020-04-06,28,2,2877800,13.188,11803.431,2.89
Albania,2020-04-07,16,1,2877800,13.188,11803.431,2.89
Albania,2020-04-08,6,0,2877800,13.188,11803.431,2.89
Albania,2020-04-09,17,0,2877800,13.188,11803.431,2.89
Albania,2020-04-10,9,1,2877800,13.188,11803.431,2.89
Albania,2020-04-11,7,0,2877800,13.188,11803.431,2.89
Albania,2020-04-12,17,0,2877800,13.188,11803.431,2.89
Albania,2020-04-13,13,0,2877800,13.188,11803.431,2.89
Albania,2020-04-14,21,0,2877800,13.188,11803.431,2.89
Albania,2020-04-15,8,1,2877800,13.188,11803.431,2.89
Albania,2020-04-16,19,1,2877800,13.188,11803.431,2.89
Albania,2020-04-17,24,1,2877800,13.188,11803.431,2.89
Albania,2020-04-18,21,0,2877800,13.188,11803.431,2.89
Albania,2020-04-19,9,0,2877800,13.188,11803.431,2.89
Albania,2020-04-20,14,0,2877800,13.188,11803.431,2.89
Albania,2020-04-21,22,0,2877800,13.188,11803.431,2.89
Albania,2020-04-22,25,0,2877800,13.188,11803.431,2.89
Albania,2020-04-23,25,1,2877800,13.188,11803.431,2.89
Albania,2020-04-24,29,0,2877800,13.188,11803.431,2.89
Albania,2020-04-25,15,0,2877800,13.188,11803.431,2.89
Albania,2020-04-26,34,0,2877800,13.188,11803.431,2.89
Albania,2020-04-27,14,1,2877800,13.188,11803.431,2.89
Albania,2020-04-28,10,0,2877800,13.188,11803.431,2.89
Albania,2020-04-29,14,2,2877800,13.188,11803.431,2.89
Albania,2020-04-30,16,1,2877800,13.188,11803.431,2.89
Albania,2020-05-01,7,0,2877800,13.188,11803.431,2.89
Albania,2020-05-02,9,0,2877800,13.188,11803.431,2.89
Albania,2020-05-03,7,0,2877800,13.188,11803.431,2.89
Albania,2020-05-04,6,0,2877800,13.188,11803.431,2.89
Albania,2020-05-05,8,0,2877800,13.188,11803.431,2.89
Albania,2020-05-06,17,0,2877800,13.188,11803.431,2.89
Albania,2020-05-07,12,0,2877800,13.188,11803.431,2.89
Albania,2020-05-08,10,0,2877800,13.188,11803.431,2.89
Albania,2020-05-09,8,0,2877800,13.188,11803.431,2.89
Albania,2020-05-10,6,0,2877800,13.188,11803.431,2.89
Albania,2020-05-11,12,0,2877800,13.188,11803.431,2.89
Albania,2020-05-12,4,0,2877800,13.188,11803.431,2.89
Albania,2020-05-13,4,0,2877800,13.188,11803.431,2.89
Albania,2020-05-14,4,0,2877800,13.188,11803.431,2.89
Albania,2020-05-15,18,0,2877800,13.188,11803.431,2.89
Albania,2020-05-16,18,0,2877800,13.188,11803.431,2.89
Albania,2020-05-17,17,0,2877800,13.188,11803.431,2.89
Albania,2020-05-18,13,0,2877800,13.188,11803.431,2.89
Albania,2020-05-19,2,0,2877800,13.188,11803.431,2.89
Albania,2020-05-20,1,0,2877800,13.188,11803.431,2.89
Albania,2020-05-21,15,0,2877800,13.188,11803.431,2.89
Albania,2020-05-22,5,0,2877800,13.188,11803.431,2.89
Albania,2020-05-23,12,0,2877800,13.188,11803.431,2.89
Albania,2020-05-24,8,0,2877800,13.188,11803.431,2.89
Albania,2020-05-25,9,1,2877800,13.188,11803.431,2.89
Albania,2020-05-26,6,0,2877800,13.188,11803.431,2.89
Albania,2020-05-27,25,1,2877800,13.188,11803.431,2.89
Albania,2020-05-28,21,0,2877800,13.188,11803.431,2.89
Albania,2020-05-29,26,0,2877800,13.188,11803.431,2.89
Albania,2020-05-30,23,0,2877800,13.188,11803.431,2.89
Albania,2020-05-31,23,0,2877800,13.188,11803.431,2.89
Albania,2020-06-01,15,0,2877800,13.188,11803.431,2.89
Albania,2020-06-02,6,0,2877800,13.188,11803.431,2.89
Albania,2020-06-03,21,0,2877800,13.188,11803.431,2.89
Albania,2020-06-04,20,0,2877800,13.188,11803.431,2.89
Albania,2020-06-05,13,0,2877800,13.188,11803.431,2.89
Albania,2020-06-06,15,0,2877800,13.188,11803.431,2.89
Albania,2020-06-07,20,1,2877800,13.188,11803.431,2.89
Albania,2020-06-08,14,0,2877800,13.188,11803.431,2.89
Albania,2020-06-09,17,0,2877800,13.188,11803.431,2.89
Albania,2020-06-10,36,0,2877800,13.188,11803.431,2.89
Algeria,2019-12-31,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-01-01,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-01-02,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-01-03,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-01-04,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-01-05,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-01-06,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-01-07,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-01-08,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-01-09,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-01-10,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-01-11,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-01-12,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-01-13,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-01-14,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-01-15,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-01-16,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-01-17,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-01-18,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-01-19,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-01-20,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-01-21,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-01-22,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-01-23,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-01-24,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-01-25,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-01-26,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-01-27,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-01-28,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-01-29,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-01-30,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-01-31,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-02-01,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-02-02,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-02-03,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-02-04,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-02-05,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-02-06,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-02-07,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-02-08,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-02-09,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-02-10,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-02-11,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-02-12,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-02-13,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-02-14,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-02-15,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-02-16,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-02-17,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-02-18,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-02-19,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-02-20,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-02-21,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-02-22,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-02-23,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-02-24,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-02-25,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-02-26,1,0,43851043,6.211,13913.839,1.9
Algeria,2020-02-27,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-02-28,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-02-29,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-03-01,2,0,43851043,6.211,13913.839,1.9
Algeria,2020-03-02,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-03-04,2,0,43851043,6.211,13913.839,1.9
Algeria,2020-03-05,7,0,43851043,6.211,13913.839,1.9
Algeria,2020-03-06,5,0,43851043,6.211,13913.839,1.9
Algeria,2020-03-09,3,0,43851043,6.211,13913.839,1.9
Algeria,2020-03-12,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-03-13,5,1,43851043,6.211,13913.839,1.9
Algeria,2020-03-14,1,1,43851043,6.211,13913.839,1.9
Algeria,2020-03-15,11,0,43851043,6.211,13913.839,1.9
Algeria,2020-03-16,11,2,43851043,6.211,13913.839,1.9
Algeria,2020-03-17,10,0,43851043,6.211,13913.839,1.9
Algeria,2020-03-18,2,1,43851043,6.211,13913.839,1.9
Algeria,2020-03-19,12,1,43851043,6.211,13913.839,1.9
Algeria,2020-03-20,18,1,43851043,6.211,13913.839,1.9
Algeria,2020-03-21,12,3,43851043,6.211,13913.839,1.9
Algeria,2020-03-22,37,5,43851043,6.211,13913.839,1.9
Algeria,2020-03-23,62,2,43851043,6.211,13913.839,1.9
Algeria,2020-03-24,29,0,43851043,6.211,13913.839,1.9
Algeria,2020-03-25,34,2,43851043,6.211,13913.839,1.9
Algeria,2020-03-26,38,2,43851043,6.211,13913.839,1.9
Algeria,2020-03-27,65,4,43851043,6.211,13913.839,1.9
Algeria,2020-03-28,42,1,43851043,6.211,13913.839,1.9
Algeria,2020-03-29,45,3,43851043,6.211,13913.839,1.9
Algeria,2020-03-30,57,2,43851043,6.211,13913.839,1.9
Algeria,2020-03-31,73,4,43851043,6.211,13913.839,1.9
Algeria,2020-04-01,132,9,43851043,6.211,13913.839,1.9
Algeria,2020-04-02,131,14,43851043,6.211,13913.839,1.9
Algeria,2020-04-03,139,5,43851043,6.211,13913.839,1.9
Algeria,2020-04-04,185,42,43851043,6.211,13913.839,1.9
Algeria,2020-04-05,80,25,43851043,6.211,13913.839,1.9
Algeria,2020-04-06,69,22,43851043,6.211,13913.839,1.9
Algeria,2020-04-07,103,21,43851043,6.211,13913.839,1.9
Algeria,2020-04-08,45,20,43851043,6.211,13913.839,1.9
Algeria,2020-04-09,104,12,43851043,6.211,13913.839,1.9
Algeria,2020-04-10,94,30,43851043,6.211,13913.839,1.9
Algeria,2020-04-11,95,21,43851043,6.211,13913.839,1.9
Algeria,2020-04-12,64,19,43851043,6.211,13913.839,1.9
Algeria,2020-04-13,89,18,43851043,6.211,13913.839,1.9
Algeria,2020-04-14,69,20,43851043,6.211,13913.839,1.9
Algeria,2020-04-15,87,12,43851043,6.211,13913.839,1.9
Algeria,2020-04-16,90,11,43851043,6.211,13913.839,1.9
Algeria,2020-04-17,108,12,43851043,6.211,13913.839,1.9
Algeria,2020-04-18,150,16,43851043,6.211,13913.839,1.9
Algeria,2020-04-19,117,3,43851043,6.211,13913.839,1.9
Algeria,2020-04-20,94,8,43851043,6.211,13913.839,1.9
Algeria,2020-04-21,89,9,43851043,6.211,13913.839,1.9
Algeria,2020-04-22,93,8,43851043,6.211,13913.839,1.9
Algeria,2020-04-23,99,10,43851043,6.211,13913.839,1.9
Algeria,2020-04-24,97,5,43851043,6.211,13913.839,1.9
Algeria,2020-04-25,120,8,43851043,6.211,13913.839,1.9
Algeria,2020-04-26,129,4,43851043,6.211,13913.839,1.9
Algeria,2020-04-27,126,6,43851043,6.211,13913.839,1.9
Algeria,2020-04-28,135,7,43851043,6.211,13913.839,1.9
Algeria,2020-04-29,132,5,43851043,6.211,13913.839,1.9
Algeria,2020-04-30,199,7,43851043,6.211,13913.839,1.9
Algeria,2020-05-01,158,6,43851043,6.211,13913.839,1.9
Algeria,2020-05-02,148,3,43851043,6.211,13913.839,1.9
Algeria,2020-05-03,141,6,43851043,6.211,13913.839,1.9
Algeria,2020-05-04,179,4,43851043,6.211,13913.839,1.9
Algeria,2020-05-05,174,2,43851043,6.211,13913.839,1.9
Algeria,2020-05-06,190,5,43851043,6.211,13913.839,1.9
Algeria,2020-05-07,159,6,43851043,6.211,13913.839,1.9
Algeria,2020-05-08,185,7,43851043,6.211,13913.839,1.9
Algeria,2020-05-09,187,5,43851043,6.211,13913.839,1.9
Algeria,2020-05-10,189,6,43851043,6.211,13913.839,1.9
Algeria,2020-05-11,165,8,43851043,6.211,13913.839,1.9
Algeria,2020-05-12,168,5,43851043,6.211,13913.839,1.9
Algeria,2020-05-13,176,8,43851043,6.211,13913.839,1.9
Algeria,2020-05-14,186,7,43851043,6.211,13913.839,1.9
Algeria,2020-05-15,189,7,43851043,6.211,13913.839,1.9
Algeria,2020-05-16,187,7,43851043,6.211,13913.839,1.9
Algeria,2020-05-17,192,6,43851043,6.211,13913.839,1.9
Algeria,2020-05-18,198,6,43851043,6.211,13913.839,1.9
Algeria,2020-05-19,182,7,43851043,6.211,13913.839,1.9
Algeria,2020-05-20,176,6,43851043,6.211,13913.839,1.9
Algeria,2020-05-21,165,7,43851043,6.211,13913.839,1.9
Algeria,2020-05-22,186,7,43851043,6.211,13913.839,1.9
Algeria,2020-05-23,190,7,43851043,6.211,13913.839,1.9
Algeria,2020-05-24,195,10,43851043,6.211,13913.839,1.9
Algeria,2020-05-25,193,8,43851043,6.211,13913.839,1.9
Algeria,2020-05-26,197,9,43851043,6.211,13913.839,1.9
Algeria,2020-05-27,194,8,43851043,6.211,13913.839,1.9
Algeria,2020-05-28,160,6,43851043,6.211,13913.839,1.9
Algeria,2020-05-29,140,7,43851043,6.211,13913.839,1.9
Algeria,2020-05-30,137,8,43851043,6.211,13913.839,1.9
Algeria,2020-05-31,133,8,43851043,6.211,13913.839,1.9
Algeria,2020-06-01,127,7,43851043,6.211,13913.839,1.9
Algeria,2020-06-02,119,8,43851043,6.211,13913.839,1.9
Algeria,2020-06-03,113,6,43851043,6.211,13913.839,1.9
Algeria,2020-06-04,0,0,43851043,6.211,13913.839,1.9
Algeria,2020-06-05,205,14,43851043,6.211,13913.839,1.9
Algeria,2020-06-06,104,9,43851043,6.211,13913.839,1.9
Algeria,2020-06-07,115,8,43851043,6.211,13913.839,1.9
Algeria,2020-06-08,104,9,43851043,6.211,13913.839,1.9
Algeria,2020-06-09,111,8,43851043,6.211,13913.839,1.9
Algeria,2020-06-10,117,9,43851043,6.211,13913.839,1.9
Andorra,2020-03-03,1,0,77265,,,
Andorra,2020-03-14,1,0,77265,,,
Andorra,2020-03-16,3,0,77265,,,
Andorra,2020-03-17,9,0,77265,,,
Andorra,2020-03-18,0,0,77265,,,
Andorra,2020-03-19,39,0,77265,,,
Andorra,2020-03-20,22,0,77265,,,
Andorra,2020-03-21,0,0,77265,,,
Andorra,2020-03-22,13,0,77265,,,
Andorra,2020-03-23,25,0,77265,,,
Andorra,2020-03-24,20,0,77265,,,
Andorra,2020-03-25,31,0,77265,,,
Andorra,2020-03-26,24,0,77265,,,
Andorra,2020-03-27,36,3,77265,,,
