Region,Country,Category,Brand,Sub Brand,Date,Price,Quantity Sold,Discount
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,26/01/2017,20,240,0.1
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,27/01/2017,20,532,0.1
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,28/01/2017,20,371,0.1
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,29/01/2017,20,464,0.1
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,30/01/2017,20,13,0.1
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,31/01/2017,20,317,0.1
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,01/02/2017,25,121,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,02/02/2017,25,56,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,03/02/2017,25,457,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,04/02/2017,25,680,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,05/02/2017,25,414,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,06/02/2017,25,946,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,07/02/2017,25,198,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,08/02/2017,25,474,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,09/02/2017,25,804,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,10/02/2017,25,785,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,11/02/2017,25,223,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,12/02/2017,25,254,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,13/02/2017,25,840,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,14/02/2017,25,385,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,15/02/2017,25,904,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,16/02/2017,25,563,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,17/02/2017,25,406,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,18/02/2017,25,578,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,19/02/2017,25,620,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,20/02/2017,25,356,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,21/02/2017,25,554,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,22/02/2017,25,994,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,23/02/2017,25,669,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,24/02/2017,25,69,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,25/02/2017,25,953,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,26/02/2017,25,178,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,27/02/2017,25,794,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,28/02/2017,25,688,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,01/03/2017,25,721,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,02/03/2017,25,815,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,03/03/2017,25,20,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,04/03/2017,25,15,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,05/03/2017,25,667,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,06/03/2017,25,122,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,07/03/2017,25,262,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,08/03/2017,25,292,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,09/03/2017,25,266,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,10/03/2017,25,786,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,11/03/2017,25,652,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,12/03/2017,25,159,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,13/03/2017,25,191,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,14/03/2017,25,26,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,15/03/2017,25,235,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,16/03/2017,25,963,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,17/03/2017,25,189,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,18/03/2017,25,246,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,19/03/2017,25,904,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,20/03/2017,25,107,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,21/03/2017,25,186,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,22/03/2017,25,135,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,23/03/2017,25,891,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,24/03/2017,25,367,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,25/03/2017,25,94,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,26/03/2017,25,739,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,27/03/2017,25,81,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,28/03/2017,25,778,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,29/03/2017,25,235,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,30/03/2017,25,244,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,31/03/2017,25,647,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,01/04/2017,25,896,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,02/04/2017,25,76,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,03/04/2017,25,191,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,04/04/2017,25,836,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,05/04/2017,25,213,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,06/04/2017,25,158,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,07/04/2017,25,568,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,08/04/2017,25,184,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,09/04/2017,25,305,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,10/04/2017,25,31,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,11/04/2017,25,151,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,12/04/2017,25,154,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,13/04/2017,25,28,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,14/04/2017,25,254,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,15/04/2017,25,878,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,16/04/2017,25,124,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,17/04/2017,25,975,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,18/04/2017,25,766,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,19/04/2017,25,132,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,20/04/2017,25,661,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,21/04/2017,25,970,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,22/04/2017,25,330,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,23/04/2017,25,732,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,24/04/2017,25,687,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,25/04/2017,25,539,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,26/04/2017,25,235,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,27/04/2017,25,553,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,28/04/2017,25,431,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,29/04/2017,25,622,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,30/04/2017,25,875,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,01/05/2017,25,141,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,02/05/2017,25,476,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,03/05/2017,25,16,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,04/05/2017,25,353,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,05/05/2017,25,32,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,06/05/2017,25,358,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,07/05/2017,25,584,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,08/05/2017,25,929,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,09/05/2017,25,930,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,10/05/2017,25,556,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,11/05/2017,25,104,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,12/05/2017,25,123,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,13/05/2017,25,280,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,14/05/2017,25,310,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,15/05/2017,25,55,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,16/05/2017,25,655,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,17/05/2017,25,723,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,18/05/2017,25,698,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,19/05/2017,25,16,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,20/05/2017,25,954,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,21/05/2017,25,20,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,22/05/2017,25,563,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,23/05/2017,25,206,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,24/05/2017,25,534,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,25/05/2017,25,141,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,26/05/2017,25,736,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,27/05/2017,25,877,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,28/05/2017,25,650,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,29/05/2017,25,775,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,30/05/2017,25,320,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,31/05/2017,25,780,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,01/06/2017,25,682,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,02/06/2017,25,148,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,03/06/2017,25,574,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,04/06/2017,25,236,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,05/06/2017,25,511,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,06/06/2017,25,271,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,07/06/2017,25,852,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,08/06/2017,25,489,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,09/06/2017,25,104,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,10/06/2017,25,797,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,11/06/2017,25,613,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,12/06/2017,25,657,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,13/06/2017,25,714,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,14/06/2017,25,126,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,15/06/2017,25,450,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,16/06/2017,25,80,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,17/06/2017,25,228,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,18/06/2017,25,378,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,19/06/2017,25,465,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,20/06/2017,25,472,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,21/06/2017,25,707,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,22/06/2017,25,421,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,23/06/2017,25,197,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,24/06/2017,25,675,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,25/06/2017,25,101,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,26/06/2017,25,81,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,27/06/2017,25,202,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,28/06/2017,25,808,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,29/06/2017,25,507,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,30/06/2017,25,485,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,01/07/2017,25,825,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,02/07/2017,25,639,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,03/07/2017,25,579,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,04/07/2017,25,128,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,05/07/2017,25,581,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,06/07/2017,25,366,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,07/07/2017,25,211,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,08/07/2017,25,639,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,09/07/2017,25,595,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,10/07/2017,25,686,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,11/07/2017,25,379,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,12/07/2017,25,523,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,13/07/2017,25,535,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,14/07/2017,25,479,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,15/07/2017,25,871,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,16/07/2017,25,525,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,17/07/2017,25,296,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,18/07/2017,25,884,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,19/07/2017,25,656,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,20/07/2017,25,329,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,21/07/2017,25,395,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,22/07/2017,25,439,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,23/07/2017,25,35,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,24/07/2017,25,222,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,25/07/2017,25,360,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,26/07/2017,25,833,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,27/07/2017,25,67,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,28/07/2017,25,924,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,29/07/2017,25,619,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,30/07/2017,25,908,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,31/07/2017,25,286,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,01/08/2017,25,665,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,02/08/2017,25,263,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,03/08/2017,25,224,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,04/08/2017,25,800,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,05/08/2017,25,208,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,06/08/2017,25,338,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,07/08/2017,25,611,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,08/08/2017,25,84,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,09/08/2017,25,956,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,10/08/2017,25,984,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,11/08/2017,25,930,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,12/08/2017,25,797,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,13/08/2017,25,916,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,14/08/2017,25,160,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,15/08/2017,25,360,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,16/08/2017,25,319,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,17/08/2017,25,304,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,18/08/2017,25,427,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,19/08/2017,25,807,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,20/08/2017,25,729,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,21/08/2017,25,617,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,22/08/2017,25,569,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,23/08/2017,25,808,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,24/08/2017,25,484,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,25/08/2017,25,929,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,26/08/2017,25,917,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,27/08/2017,25,209,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,28/08/2017,25,475,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,29/08/2017,25,414,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,30/08/2017,25,365,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,31/08/2017,25,953,0.2
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,01/09/2017,25,130,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,02/09/2017,25,225,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,03/09/2017,25,677,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,04/09/2017,25,257,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,05/09/2017,25,659,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,06/09/2017,25,682,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,07/09/2017,25,237,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,08/09/2017,25,475,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,09/09/2017,25,620,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,10/09/2017,25,226,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,11/09/2017,25,439,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,12/09/2017,25,113,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,13/09/2017,25,296,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,14/09/2017,25,792,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,15/09/2017,25,89,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,16/09/2017,25,166,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,17/09/2017,25,469,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,18/09/2017,25,683,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,19/09/2017,25,460,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,20/09/2017,25,139,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,21/09/2017,25,924,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,22/09/2017,25,531,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,23/09/2017,25,899,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,24/09/2017,25,936,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,25/09/2017,25,803,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,26/09/2017,25,558,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,27/09/2017,25,814,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,28/09/2017,25,943,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,29/09/2017,25,132,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,30/09/2017,25,962,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,01/10/2017,25,337,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,02/10/2017,25,648,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,03/10/2017,25,651,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,04/10/2017,25,646,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,05/10/2017,25,284,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,06/10/2017,25,6,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,07/10/2017,25,599,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,08/10/2017,25,186,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,09/10/2017,25,920,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,10/10/2017,25,458,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,11/10/2017,25,689,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,12/10/2017,25,24,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,13/10/2017,25,987,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,14/10/2017,25,23,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,15/10/2017,25,10,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,16/10/2017,25,139,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,17/10/2017,25,807,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,18/10/2017,25,558,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,19/10/2017,25,556,0
